  Matrix elements < ab | V | cd> in mscheme
 Legend: a  b  c  d and  < ab | V | cd>
  13   3   1   3     0.000000E+00
  13   3   1   7     0.549980E+00
  13   3   1  11     0.936490E+00
  13   3   1  15     0.102064E+01
  13   3   1  19     0.815459E+00
  13   3   1  23     0.594199E+00
  13   3   3   1     0.000000E+00
  13   3   3   5     0.549980E+00
  13   3   3   9     0.936490E+00
  13   3   3  13     0.102064E+01
  13   3   3  17     0.815459E+00
  13   3   3  21     0.594199E+00
  13   3   5   3     -.549980E+00
  13   3   5   7     0.000000E+00
  13   3   5  11     0.386287E+00
  13   3   5  15     0.271303E+00
  13   3   5  19     0.289706E+00
  13   3   7   1     -.549980E+00
  13   3   7   5     0.000000E+00
  13   3   7   9     0.386287E+00
  13   3   7  13     0.271303E+00
  13   3   7  17     0.289706E+00
  13   3   9   3     -.936490E+00
  13   3   9   7     -.386287E+00
  13   3   9  11     0.000000E+00
  13   3   9  15     0.124707E+00
  13   3  11   1     -.936490E+00
  13   3  11   5     -.386287E+00
  13   3  11   9     0.000000E+00
  13   3  11  13     0.124707E+00
  13   3  13   3     -.102064E+01
  13   3  13   7     -.271303E+00
  13   3  13  11     -.124707E+00
  13   3  15   1     -.102064E+01
  13   3  15   5     -.271303E+00
  13   3  15   9     -.124707E+00
  13   3  17   3     -.815459E+00
  13   3  17   7     -.289706E+00
  13   3  19   1     -.815459E+00
  13   3  19   5     -.289706E+00
  13   3  21   3     -.594199E+00
  13   3  23   1     -.594199E+00
  13   7   1   3     0.000000E+00
  13   7   1   7     0.398502E+00
  13   7   1  11     0.327126E+00
  13   7   1  15     0.271303E+00
  13   7   1  19     0.358965E+00
  13   7   1  23     0.320018E+00
  13   7   3   1     0.000000E+00
  13   7   3   5     0.398502E+00
  13   7   3   9     0.327126E+00
  13   7   3  13     0.271303E+00
  13   7   3  17     0.358965E+00
  13   7   3  21     0.320018E+00
  13   7   5   3     -.398502E+00
  13   7   5   7     0.000000E+00
  13   7   5  11     0.221855E+00
  13   7   5  15     0.554472E+00
  13   7   5  19     0.341391E+00
  13   7   7   1     -.398502E+00
  13   7   7   5     0.000000E+00
  13   7   7   9     0.221855E+00
  13   7   7  13     0.554472E+00
  13   7   7  17     0.341391E+00
  13   7   9   3     -.327126E+00
  13   7   9   7     -.221855E+00
  13   7   9  11     0.000000E+00
  13   7   9  15     0.783060E-01
  13   7  11   1     -.327126E+00
  13   7  11   5     -.221855E+00
  13   7  11   9     0.000000E+00
  13   7  11  13     0.783060E-01
  13   7  13   3     -.271303E+00
  13   7  13   7     -.554472E+00
  13   7  13  11     -.783060E-01
  13   7  15   1     -.271303E+00
  13   7  15   5     -.554472E+00
  13   7  15   9     -.783060E-01
  13   7  17   3     -.358965E+00
  13   7  17   7     -.341391E+00
  13   7  19   1     -.358965E+00
  13   7  19   5     -.341391E+00
  13   7  21   3     -.320018E+00
  13   7  23   1     -.320018E+00
  13  11   1   3     0.000000E+00
  13  11   1   7     0.188735E+00
  13  11   1  11     0.706368E-01
  13  11   1  15     0.124707E+00
  13  11   1  19     0.699775E-01
  13  11   1  23     0.116604E+00
  13  11   3   1     0.000000E+00
  13  11   3   5     0.188735E+00
  13  11   3   9     0.706368E-01
  13  11   3  13     0.124707E+00
  13  11   3  17     0.699775E-01
  13  11   3  21     0.116604E+00
  13  11   5   3     -.188735E+00
  13  11   5   7     0.000000E+00
  13  11   5  11     0.197348E+00
  13  11   5  15     0.783060E-01
  13  11   5  19     0.199175E+00
  13  11   7   1     -.188735E+00
  13  11   7   5     0.000000E+00
  13  11   7   9     0.197348E+00
  13  11   7  13     0.783060E-01
  13  11   7  17     0.199175E+00
  13  11   9   3     -.706368E-01
  13  11   9   7     -.197348E+00
  13  11   9  11     0.000000E+00
  13  11   9  15     0.212430E+00
  13  11  11   1     -.706368E-01
  13  11  11   5     -.197348E+00
  13  11  11   9     0.000000E+00
  13  11  11  13     0.212430E+00
  13  11  13   3     -.124707E+00
  13  11  13   7     -.783060E-01
  13  11  13  11     -.212430E+00
  13  11  15   1     -.124707E+00
  13  11  15   5     -.783060E-01
  13  11  15   9     -.212430E+00
  13  11  17   3     -.699775E-01
  13  11  17   7     -.199175E+00
  13  11  19   1     -.699775E-01
  13  11  19   5     -.199175E+00
  13  11  21   3     -.116604E+00
  13  11  23   1     -.116604E+00
  15   1   1   3     0.000000E+00
  15   1   1   7     0.549980E+00
  15   1   1  11     0.936490E+00
  15   1   1  15     0.102064E+01
  15   1   1  19     0.815459E+00
  15   1   1  23     0.594199E+00
  15   1   3   1     0.000000E+00
  15   1   3   5     0.549980E+00
  15   1   3   9     0.936490E+00
  15   1   3  13     0.102064E+01
  15   1   3  17     0.815459E+00
  15   1   3  21     0.594199E+00
  15   1   5   3     -.549980E+00
  15   1   5   7     0.000000E+00
  15   1   5  11     0.386287E+00
  15   1   5  15     0.271303E+00
  15   1   5  19     0.289706E+00
  15   1   7   1     -.549980E+00
  15   1   7   5     0.000000E+00
  15   1   7   9     0.386287E+00
  15   1   7  13     0.271303E+00
  15   1   7  17     0.289706E+00
  15   1   9   3     -.936490E+00
  15   1   9   7     -.386287E+00
  15   1   9  11     0.000000E+00
  15   1   9  15     0.124707E+00
  15   1  11   1     -.936490E+00
  15   1  11   5     -.386287E+00
  15   1  11   9     0.000000E+00
  15   1  11  13     0.124707E+00
  15   1  13   3     -.102064E+01
  15   1  13   7     -.271303E+00
  15   1  13  11     -.124707E+00
  15   1  15   1     -.102064E+01
  15   1  15   5     -.271303E+00
  15   1  15   9     -.124707E+00
  15   1  17   3     -.815459E+00
  15   1  17   7     -.289706E+00
  15   1  19   1     -.815459E+00
  15   1  19   5     -.289706E+00
  15   1  21   3     -.594199E+00
  15   1  23   1     -.594199E+00
  15   5   1   3     0.000000E+00
  15   5   1   7     0.398502E+00
  15   5   1  11     0.327126E+00
  15   5   1  15     0.271303E+00
  15   5   1  19     0.358965E+00
  15   5   1  23     0.320018E+00
  15   5   3   1     0.000000E+00
  15   5   3   5     0.398502E+00
  15   5   3   9     0.327126E+00
  15   5   3  13     0.271303E+00
  15   5   3  17     0.358965E+00
  15   5   3  21     0.320018E+00
  15   5   5   3     -.398502E+00
  15   5   5   7     0.000000E+00
  15   5   5  11     0.221855E+00
  15   5   5  15     0.554472E+00
  15   5   5  19     0.341391E+00
  15   5   7   1     -.398502E+00
  15   5   7   5     0.000000E+00
  15   5   7   9     0.221855E+00
  15   5   7  13     0.554472E+00
  15   5   7  17     0.341391E+00
  15   5   9   3     -.327126E+00
  15   5   9   7     -.221855E+00
  15   5   9  11     0.000000E+00
  15   5   9  15     0.783060E-01
  15   5  11   1     -.327126E+00
  15   5  11   5     -.221855E+00
  15   5  11   9     0.000000E+00
  15   5  11  13     0.783060E-01
  15   5  13   3     -.271303E+00
  15   5  13   7     -.554472E+00
  15   5  13  11     -.783060E-01
  15   5  15   1     -.271303E+00
  15   5  15   5     -.554472E+00
  15   5  15   9     -.783060E-01
  15   5  17   3     -.358965E+00
  15   5  17   7     -.341391E+00
  15   5  19   1     -.358965E+00
  15   5  19   5     -.341391E+00
  15   5  21   3     -.320018E+00
  15   5  23   1     -.320018E+00
  15   9   1   3     0.000000E+00
  15   9   1   7     0.188735E+00
  15   9   1  11     0.706368E-01
  15   9   1  15     0.124707E+00
  15   9   1  19     0.699775E-01
  15   9   1  23     0.116604E+00
  15   9   3   1     0.000000E+00
  15   9   3   5     0.188735E+00
  15   9   3   9     0.706368E-01
  15   9   3  13     0.124707E+00
  15   9   3  17     0.699775E-01
  15   9   3  21     0.116604E+00
  15   9   5   3     -.188735E+00
  15   9   5   7     0.000000E+00
  15   9   5  11     0.197348E+00
  15   9   5  15     0.783060E-01
  15   9   5  19     0.199175E+00
  15   9   7   1     -.188735E+00
  15   9   7   5     0.000000E+00
  15   9   7   9     0.197348E+00
  15   9   7  13     0.783060E-01
  15   9   7  17     0.199175E+00
  15   9   9   3     -.706368E-01
  15   9   9   7     -.197348E+00
  15   9   9  11     0.000000E+00
  15   9   9  15     0.212430E+00
  15   9  11   1     -.706368E-01
  15   9  11   5     -.197348E+00
  15   9  11   9     0.000000E+00
  15   9  11  13     0.212430E+00
  15   9  13   3     -.124707E+00
  15   9  13   7     -.783060E-01
  15   9  13  11     -.212430E+00
  15   9  15   1     -.124707E+00
  15   9  15   5     -.783060E-01
  15   9  15   9     -.212430E+00
  15   9  17   3     -.699775E-01
  15   9  17   7     -.199175E+00
  15   9  19   1     -.699775E-01
  15   9  19   5     -.199175E+00
  15   9  21   3     -.116604E+00
  15   9  23   1     -.116604E+00
  17   3   1   3     0.000000E+00
  17   3   1   7     0.230075E+00
  17   3   1  11     0.652650E+00
  17   3   1  15     0.815459E+00
  17   3   1  19     0.827531E+00
  17   3   1  23     0.691397E+00
  17   3   3   1     0.000000E+00
  17   3   3   5     0.230075E+00
  17   3   3   9     0.652650E+00
  17   3   3  13     0.815459E+00
  17   3   3  17     0.827531E+00
  17   3   3  21     0.691397E+00
  17   3   5   3     -.230075E+00
  17   3   5   7     0.000000E+00
  17   3   5  11     0.278025E+00
  17   3   5  15     0.358965E+00
  17   3   5  19     0.280779E+00
  17   3   7   1     -.230075E+00
  17   3   7   5     0.000000E+00
  17   3   7   9     0.278025E+00
  17   3   7  13     0.358965E+00
  17   3   7  17     0.280779E+00
  17   3   9   3     -.652650E+00
  17   3   9   7     -.278025E+00
  17   3   9  11     0.000000E+00
  17   3   9  15     0.699775E-01
  17   3  11   1     -.652650E+00
  17   3  11   5     -.278025E+00
  17   3  11   9     0.000000E+00
  17   3  11  13     0.699775E-01
  17   3  13   3     -.815459E+00
  17   3  13   7     -.358965E+00
  17   3  13  11     -.699775E-01
  17   3  15   1     -.815459E+00
  17   3  15   5     -.358965E+00
  17   3  15   9     -.699775E-01
  17   3  17   3     -.827531E+00
  17   3  17   7     -.280779E+00
  17   3  19   1     -.827531E+00
  17   3  19   5     -.280779E+00
  17   3  21   3     -.691397E+00
  17   3  23   1     -.691397E+00
  17   7   1   3     0.000000E+00
  17   7   1   7     0.298416E+00
  17   7   1  11     0.363721E+00
  17   7   1  15     0.289706E+00
  17   7   1  19     0.280779E+00
  17   7   1  23     0.296515E+00
  17   7   3   1     0.000000E+00
  17   7   3   5     0.298416E+00
  17   7   3   9     0.363721E+00
  17   7   3  13     0.289706E+00
  17   7   3  17     0.280779E+00
  17   7   3  21     0.296515E+00
  17   7   5   3     -.298416E+00
  17   7   5   7     0.000000E+00
  17   7   5  11     0.127019E+00
  17   7   5  15     0.341391E+00
  17   7   5  19     0.512089E+00
  17   7   7   1     -.298416E+00
  17   7   7   5     0.000000E+00
  17   7   7   9     0.127019E+00
  17   7   7  13     0.341391E+00
  17   7   7  17     0.512089E+00
  17   7   9   3     -.363721E+00
  17   7   9   7     -.127019E+00
  17   7   9  11     0.000000E+00
  17   7   9  15     0.199175E+00
  17   7  11   1     -.363721E+00
  17   7  11   5     -.127019E+00
  17   7  11   9     0.000000E+00
  17   7  11  13     0.199175E+00
  17   7  13   3     -.289706E+00
  17   7  13   7     -.341391E+00
  17   7  13  11     -.199175E+00
  17   7  15   1     -.289706E+00
  17   7  15   5     -.341391E+00
  17   7  15   9     -.199175E+00
  17   7  17   3     -.280779E+00
  17   7  17   7     -.512089E+00
  17   7  19   1     -.280779E+00
  17   7  19   5     -.512089E+00
  17   7  21   3     -.296515E+00
  17   7  23   1     -.296515E+00
  19   1   1   3     0.000000E+00
  19   1   1   7     0.230075E+00
  19   1   1  11     0.652650E+00
  19   1   1  15     0.815459E+00
  19   1   1  19     0.827531E+00
  19   1   1  23     0.691397E+00
  19   1   3   1     0.000000E+00
  19   1   3   5     0.230075E+00
  19   1   3   9     0.652650E+00
  19   1   3  13     0.815459E+00
  19   1   3  17     0.827531E+00
  19   1   3  21     0.691397E+00
  19   1   5   3     -.230075E+00
  19   1   5   7     0.000000E+00
  19   1   5  11     0.278025E+00
  19   1   5  15     0.358965E+00
  19   1   5  19     0.280779E+00
  19   1   7   1     -.230075E+00
  19   1   7   5     0.000000E+00
  19   1   7   9     0.278025E+00
  19   1   7  13     0.358965E+00
  19   1   7  17     0.280779E+00
  19   1   9   3     -.652650E+00
  19   1   9   7     -.278025E+00
  19   1   9  11     0.000000E+00
  19   1   9  15     0.699775E-01
  19   1  11   1     -.652650E+00
  19   1  11   5     -.278025E+00
  19   1  11   9     0.000000E+00
  19   1  11  13     0.699775E-01
  19   1  13   3     -.815459E+00
  19   1  13   7     -.358965E+00
  19   1  13  11     -.699775E-01
  19   1  15   1     -.815459E+00
  19   1  15   5     -.358965E+00
  19   1  15   9     -.699775E-01
  19   1  17   3     -.827531E+00
  19   1  17   7     -.280779E+00
  19   1  19   1     -.827531E+00
  19   1  19   5     -.280779E+00
  19   1  21   3     -.691397E+00
  19   1  23   1     -.691397E+00
  19   5   1   3     0.000000E+00
  19   5   1   7     0.298416E+00
  19   5   1  11     0.363721E+00
  19   5   1  15     0.289706E+00
  19   5   1  19     0.280779E+00
  19   5   1  23     0.296515E+00
  19   5   3   1     0.000000E+00
  19   5   3   5     0.298416E+00
  19   5   3   9     0.363721E+00
  19   5   3  13     0.289706E+00
  19   5   3  17     0.280779E+00
  19   5   3  21     0.296515E+00
  19   5   5   3     -.298416E+00
  19   5   5   7     0.000000E+00
  19   5   5  11     0.127019E+00
  19   5   5  15     0.341391E+00
  19   5   5  19     0.512089E+00
  19   5   7   1     -.298416E+00
  19   5   7   5     0.000000E+00
  19   5   7   9     0.127019E+00
  19   5   7  13     0.341391E+00
  19   5   7  17     0.512089E+00
  19   5   9   3     -.363721E+00
  19   5   9   7     -.127019E+00
  19   5   9  11     0.000000E+00
  19   5   9  15     0.199175E+00
  19   5  11   1     -.363721E+00
  19   5  11   5     -.127019E+00
  19   5  11   9     0.000000E+00
  19   5  11  13     0.199175E+00
  19   5  13   3     -.289706E+00
  19   5  13   7     -.341391E+00
  19   5  13  11     -.199175E+00
  19   5  15   1     -.289706E+00
  19   5  15   5     -.341391E+00
  19   5  15   9     -.199175E+00
  19   5  17   3     -.280779E+00
  19   5  17   7     -.512089E+00
  19   5  19   1     -.280779E+00
  19   5  19   5     -.512089E+00
  19   5  21   3     -.296515E+00
  19   5  23   1     -.296515E+00
  21   3   1   3     0.000000E+00
  21   3   1   7     0.116158E+00
  21   3   1  11     0.337787E+00
  21   3   1  15     0.594199E+00
  21   3   1  19     0.691397E+00
  21   3   1  23     0.694374E+00
  21   3   3   1     0.000000E+00
  21   3   3   5     0.116158E+00
  21   3   3   9     0.337787E+00
  21   3   3  13     0.594199E+00
  21   3   3  17     0.691397E+00
  21   3   3  21     0.694374E+00
  21   3   5   3     -.116158E+00
  21   3   5   7     0.000000E+00
  21   3   5  11     0.266463E+00
  21   3   5  15     0.320018E+00
  21   3   5  19     0.296515E+00
  21   3   7   1     -.116158E+00
  21   3   7   5     0.000000E+00
  21   3   7   9     0.266463E+00
  21   3   7  13     0.320018E+00
  21   3   7  17     0.296515E+00
  21   3   9   3     -.337787E+00
  21   3   9   7     -.266463E+00
  21   3   9  11     0.000000E+00
  21   3   9  15     0.116604E+00
  21   3  11   1     -.337787E+00
  21   3  11   5     -.266463E+00
  21   3  11   9     0.000000E+00
  21   3  11  13     0.116604E+00
  21   3  13   3     -.594199E+00
  21   3  13   7     -.320018E+00
  21   3  13  11     -.116604E+00
  21   3  15   1     -.594199E+00
  21   3  15   5     -.320018E+00
  21   3  15   9     -.116604E+00
  21   3  17   3     -.691397E+00
  21   3  17   7     -.296515E+00
  21   3  19   1     -.691397E+00
  21   3  19   5     -.296515E+00
  21   3  21   3     -.694374E+00
  21   3  23   1     -.694374E+00
  23   1   1   3     0.000000E+00
  23   1   1   7     0.116158E+00
  23   1   1  11     0.337787E+00
  23   1   1  15     0.594199E+00
  23   1   1  19     0.691397E+00
  23   1   1  23     0.694374E+00
  23   1   3   1     0.000000E+00
  23   1   3   5     0.116158E+00
  23   1   3   9     0.337787E+00
  23   1   3  13     0.594199E+00
  23   1   3  17     0.691397E+00
  23   1   3  21     0.694374E+00
  23   1   5   3     -.116158E+00
  23   1   5   7     0.000000E+00
  23   1   5  11     0.266463E+00
  23   1   5  15     0.320018E+00
  23   1   5  19     0.296515E+00
  23   1   7   1     -.116158E+00
  23   1   7   5     0.000000E+00
  23   1   7   9     0.266463E+00
  23   1   7  13     0.320018E+00
  23   1   7  17     0.296515E+00
  23   1   9   3     -.337787E+00
  23   1   9   7     -.266463E+00
  23   1   9  11     0.000000E+00
  23   1   9  15     0.116604E+00
  23   1  11   1     -.337787E+00
  23   1  11   5     -.266463E+00
  23   1  11   9     0.000000E+00
  23   1  11  13     0.116604E+00
  23   1  13   3     -.594199E+00
  23   1  13   7     -.320018E+00
  23   1  13  11     -.116604E+00
  23   1  15   1     -.594199E+00
  23   1  15   5     -.320018E+00
  23   1  15   9     -.116604E+00
  23   1  17   3     -.691397E+00
  23   1  17   7     -.296515E+00
  23   1  19   1     -.691397E+00
  23   1  19   5     -.296515E+00
  23   1  21   3     -.694374E+00
  23   1  23   1     -.694374E+00
